mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),exp_ddg (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),mle_ddg (kcal/mol),mle_ddg_err (kcal/mol)
11,14,-5.529757983783047,0.0640674841211962,-5.886120930104273,0.06337169613653576,-0.0600000000000005,0.35636294632122595,0.09011445163147334,0.481658755273048,0.07164441919664735
10,15,-1.2133157260254024,0.06568631213721997,-1.0375669641561465,0.06396081478604689,-0.2699999999999996,-0.1757487618692558,0.09168248158881437,-0.3743346744192593,0.07502569737477952
2,13 flipped,4.278683881330554,0.05685845065956202,1.9498584538842927,0.054886256326515344,0.1200000000000001,2.3288254274462616,0.07902774541226514,2.1531820879835424,0.055541983278263714
2,14,1.7662506510772407,0.06545701428193855,2.1853887487247055,0.06643404229715566,-0.28000000000000025,-0.4191380976474647,0.09326361935206125,-0.17889513059760453,0.05903692160779348
2,3,0.5677836340830087,0.045142028529103526,2.7891820674362204,0.04601330353612805,-1.0599999999999996,-2.2213984333532117,0.06445949768676645,-2.15291720133583,0.057303437544123086
2,15,14.267290294936979,0.0717930537878102,15.270569875312216,0.07102531631443867,0.020000000000000462,-1.0032795803752377,0.10098929710491837,-0.8107734038494385,0.06444898719093037
2,4,-4.857103470836736,0.04302544236044111,-4.630854888304673,0.04278723005697917,-0.47999999999999954,-0.22624858253206365,0.06067895637089107,-0.2301226672084491,0.05241313665341936
2,5,0.6171208246742383,0.04514345392763493,0.44214222187786517,0.04361657429816907,-0.71,0.1749786027963732,0.0627721035653912,0.041790838036591005,0.05423435828160568
3,4,-5.70477562707599,0.05244174576223522,-7.463287803622189,0.05381100455787853,0.5800000000000001,1.7585121765461984,0.0751382785943286,1.922794534127381,0.06464267667045868
3,11,6.64138988759355,0.06290355904536601,5.048752579711695,0.06317268146352294,0.8399999999999999,1.5926373078818545,0.08914956771552839,1.4923633154651776,0.07022284986721485
4,11,12.042659004660736,0.060989983229799434,12.68396810865816,0.06163746574565016,0.2599999999999998,-0.6413091039974244,0.08671190943531006,-0.43043121866220346,0.06629254545535411
5,10,15.785400158513202,0.06263369574381074,15.943837455875455,0.06132286744850459,1.0,-0.15843729736225348,0.08765542718300515,-0.47822956746677026,0.06645712102440837
5,8,12.34514632136168,0.05659750010868597,13.515650725321253,0.05778982270948334,-0.33000000000000007,-1.1705044039595722,0.08088844557380383,-1.1193406899953464,0.06150927270191533
7,13 flipped,-11.063282657460709,0.05106685575240134,-12.254793279495312,0.05132247528723434,0.6699999999999999,1.191510622034602,0.07240041592453281,1.5391570931364775,0.05885229783312193
7,14,-12.364697951117357,0.05573387607723207,-11.843163292956978,0.056548800030845746,0.2699999999999996,-0.521534658160378,0.07939793276604147,-0.7929201254446694,0.06216139611270257
7,8,-1.8599247613999481,0.050555205819739886,-0.11435041533440979,0.05244786822225941,-0.4900000000000002,-1.7455743460655384,0.07284646674023217,-1.6915748468058203,0.05543330465485836
7,9,-0.42064000466442114,0.054138352550401156,0.5252656635751675,0.054002723978191856,0.39999999999999947,-0.9459056682395885,0.07646734867861121,-1.141485238731108,0.06297815996433409
8,10,2.740924236232082,0.05056681797190441,2.1917488649449584,0.05051527668713992,1.33,0.5491753712871236,0.07147584388156615,0.6411111225285762,0.06457053141982083
9,13 flipped,-10.047883065185164,0.049782000224397174,-12.921753724567292,0.050797143544688415,0.27000000000000046,2.8738706593821277,0.07112381695776429,2.6806423318675856,0.06942862726655952
9,15,0.35674210779718774,0.06068234114518923,0.6742916490008114,0.05937552552431238,0.17000000000000082,-0.31754954120362366,0.08489876063965479,-0.2833131599653953,0.07674043476272879
