mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),exp_ddg (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),mle_ddg (kcal/mol),mle_ddg_err (kcal/mol)
17,22,15.747505022892742,0.06236189135498693,12.49906366686159,0.05883492559732682,2.7581800000000003,3.2484413560311514,0.08573537171677846,3.223053031006069,0.079021603023199
18,25,0.8990096459787734,0.056997295296747894,0.29764126743045277,0.05709058790815256,1.0309500000000007,0.6013683785483207,0.08067234283720273,0.7041824717073037,0.08861988299922653
1a,28,9.879843535799267,0.0542851589671792,12.521994994001107,0.05548160782798129,-2.9123200000000002,-2.6421514582018397,0.07762143577176236,-2.5904625342138736,0.07161552000236332
19,25,-3.8114802083709676,0.05592165006414064,-4.63122080741961,0.05545890577313898,1.0408000000000008,0.8197405990486428,0.07875862603835919,0.8162794730117753,0.08654766649574873
20,38,-0.26296386122894777,0.03981854321692657,-0.8264675826299444,0.041359374947426246,0.7826699999999995,0.5635037214009966,0.05741179565176514,0.5684436359156546,0.07516553040867088
1a,40,0.23366562385121456,0.05241969298391486,1.1922671462036258,0.052486729110362104,-2.5612900000000005,-0.9586015223524114,0.07418005759793143,-1.2045038099675303,0.06879609647388231
1a,39,-6.865820495039457,0.055419107172526176,-4.877145299699267,0.054899092294067954,-3.276090000000001,-1.98867519534019,0.07800761356760334,-2.0121665422477077,0.061242448695589216
20,34,-4.276702050391182,0.04903281166222724,-3.894090289198222,0.04986803180285663,-0.08179999999999943,-0.3826117611929599,0.0699359508078225,-0.4273974769764397,0.06534040559465835
1a,30,9.938676354321093,0.05999509766916784,11.531463853260744,0.060238234417002504,-0.8627000000000002,-1.5927874989396522,0.08501797827524914,-1.6399974024519732,0.07550207942398751
1a,29,9.628635289969806,0.062062785732989845,12.41925252028667,0.06293135658028212,-2.650990000000001,-2.790617230316865,0.08838633952129496,-2.8352918344233924,0.08000471150867713
21,27,1.3186887008645773,0.04819920926589957,0.00872406043547344,0.04991453460982948,0.6029199999999992,1.3099646404291039,0.06938749555340533,1.1520345173674063,0.06417628844928387
24,35,-11.924762169867442,0.035973183986715306,-11.936101258655734,0.03814323114669077,-0.09591999999999956,0.011339088788290775,0.05243067850459263,-0.07081174748850749,0.06636598031444182
1a,41,-2.5541424800741783,0.06753310808612355,0.2912074194274759,0.06529870185923449,-3.025290000000001,-2.845349899501654,0.0939395611671315,-2.3845335208577634,0.08340116376729306
27,34,-7.143296033248456,0.04833180796040677,-5.922875926027449,0.04739675129450448,-0.6370199999999997,-1.220420107221007,0.06769354248371665,-0.8946597125670461,0.05410592573627356
28,30,-7.714119254653097,0.04627751247591491,-8.59988055088432,0.04705959554846563,2.04962,0.8857612962312226,0.06600161887517325,0.9504651317619004,0.08168814308387543
22,31,-18.161314934785732,0.05931555701649768,-17.690887106247455,0.05456065891755235,-1.9266200000000007,-0.47042782853827914,0.0805928086475144,-0.5572195732807952,0.07322057762603659
23,25,-5.425247058394355,0.05763923980349153,-6.438081815491255,0.0587722344437635,0.9489200000000011,1.0128347570969003,0.08231924141193907,0.9095611316416239,0.09133295878893329
31,37,-1.5218645989859492,0.042257898666112736,-1.2828678814155245,0.04260744567883102,0.08352000000000004,-0.2389967175704246,0.060009369493021575,-0.2762938706152269,0.0733164107858543
32,33,1.042712278423795,0.04319415269341914,1.4290377707547752,0.04225333631410905,0.5816000000000008,-0.3863254923309802,0.06042416119877556,-0.5271593539672619,0.06837865457417783
23,36,-20.391528823348892,0.06317977583526545,-17.693131680601486,0.06255274134627503,-1.1597399999999993,-2.698397142747408,0.08890742108805304,-2.4714114708024084,0.08429289115550853
34,35,-3.6232907608800997,0.03909382094331048,-3.6132864764250954,0.038921808011685176,0.36763999999999974,-0.010004284455004632,0.05516551436220006,0.021746966943764434,0.05584714050074587
21,41,-5.661250913529334,0.07447846450329744,-7.439722302385601,0.07235724980159106,1.1053299999999986,1.7784713888562678,0.1038393628332666,2.11448855439283,0.08604764528911484
34,39,-20.611127248326895,0.03877328908769203,-22.86948157108891,0.04238387555709788,0.8886299999999991,2.258354322762017,0.05744354492819273,2.2294807282025255,0.05484465210891421
29,33,3.34787616915368,0.06729752632040518,2.773248499679403,0.06870791925586305,1.5957500000000007,0.5746276694742769,0.09617554375887782,0.7773421996387544,0.08399736703494927
29,40,0.8546163705299193,0.06565684256930478,-1.0106455032617598,0.06460694518785792,0.08970000000000056,1.865261873791679,0.09211339936555023,1.6307880244558621,0.08353001120296263
34,36,-5.796186917411707,0.05005057190818774,-1.9305627323013206,0.050644518373109,-0.7293000000000003,-3.8656241851103865,0.07120341978852453,-3.5601643631248514,0.061577739894808615
38,39,-24.36522418744702,0.037716100190948315,-25.56144334572172,0.039304854698114795,0.02416000000000018,1.196219158274702,0.05447362496156803,1.2336396153104312,0.06624518264213779
28,31,-14.299028296187604,0.0739386900707672,-14.766950692862114,0.07436286796215313,-0.5365400000000005,0.4679223966745092,0.10486546629342564,0.3989256258983307,0.07244053265617185
30,31,-6.770718977359589,0.07152996873151338,-6.1345830176030764,0.07105751709584186,-2.5861600000000005,-0.636135959756513,0.10082513160198274,-0.5515395058635697,0.07628507104045402
37,41,6.302880715936657,0.0707893563711735,5.392742312929758,0.0700367918647393,0.34004999999999974,0.9101384030068991,0.09958054624347978,0.08329725807300647,0.08975415399798863
